URL,subdomain,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
services-runescape-com-m-forum-forums-ws-4215-283-63182811.tk/,tk,services-runescape-com-m-forum-forums-ws-4215-283-63182811.tk,tk,,62.0,0.0,0.0,4.292812698247558,,,,,,bad
selectelectricalltd.co.uk/editors/htmlarea/popups/editor_help.html,uk,selectelectricalltd.co.uk,uk,editors/htmlarea/popups/editor_help.html,66.0,40.0,0.0,3.4136606896881845,,,,,,bad
"'services-runescape-forum44558.tk/forums.ws?199,200,940,63163591'",com,moedasgratisfacebookr7com.blogspot.com,com,,39.0,0.0,0.0,3.9144792380999767,,,,,,bad
moedasgratisfacebookr7com.blogspot.com/,com,paypal-cgi-auth-userbinauth0user-cgidate-1315170085.roscoehillsidefurniture.com,com,source-trader/international/join/update-center/starter/,135.0,55.0,0.0,4.517291077960539,,,,,,bad
paypal-cgi-auth-userbinauth0user-cgidate-1315170085.roscoehillsidefurniture.com/source-trader/international/join/update-center/starter/,com,buzurl.com,com,bi93,15.0,4.0,0.0,3.121928094887362,4687.0,2010,2022,2023,US,bad
buzurl.com/bi93,com,letsrideadventures.com,com,portal/https/santander.com.br/,53.0,30.0,0.0,3.7321588913645685,129.0,2023,2023,2024,US,bad
letsrideadventures.com/portal/https/santander.com.br/,com,amig0slivechats7.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats7.blogspot.com/,com,amig0slivechats6.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats6.blogspot.com/,com,amig0slivechats5.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats5.blogspot.com/,com,amig0slivechats4.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats4.blogspot.com/,com,amig0slivechats2.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats2.blogspot.com/,com,amig0slivechats1.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats1.blogspot.com/,com,amig0slivechats3.blogspot.com,com,,30.0,0.0,0.0,3.978333581185264,,,,,,bad
amig0slivechats3.blogspot.com/,com,buzurl.com,com,bi02,15.0,4.0,0.0,3.121928094887362,4687.0,2010,2022,2023,US,bad
buzurl.com/bi02,com,thehabbocreditosgratis.blogspot.com,com,,36.0,0.0,0.0,3.8401568604088583,,,,,,bad
thehabbocreditosgratis.blogspot.com/,tk,credits-gratuit-par-staff.tk,tk,,29.0,0.0,0.0,3.668986958453061,,,,,,bad
credits-gratuit-par-staff.tk/,com,buzurl.com,com,bg75,15.0,4.0,0.0,3.121928094887362,4687.0,2010,2022,2023,US,bad
buzurl.com/bg75,tk,dukung-indonesia.tk,tk,,20.0,0.0,0.0,3.5766176449086644,,,,,,bad
dukung-indonesia.tk/,br,entrar.animalog.com.br,br,,23.0,0.0,0.0,3.5383105956150054,1493.0,2019,2023,2024,,bad
entrar.animalog.com.br/,net,zip.net,net,bc0sH,13.0,5.0,0.0,2.807354922057604,9034.0,1998,2022,2023,BR,bad
zip.net/bc0sH,com,www.bjszkj.com,com,2011314ad/sk/,28.0,13.0,0.0,3.182005814760214,616.0,2021,2022,2023,CN,bad
www.bjszkj.com/2011314ad/sk/,com,biggroupplc.com,com,us/USA/,23.0,7.0,0.0,3.3735572622751855,5283.0,2009,2023,2025,GB,bad
biggroupplc.com/us/USA/,com,www.wix.com,com,ivanroman98/habbo-creditos,38.0,26.0,0.0,2.5503407095463886,10299.0,1995,2020,2029,US,bad
www.wix.com/ivanroman98/habbo-creditos,co,lnk.co,co,HM4YU,12.0,5.0,0.0,2.584962500721156,4709.0,2010,2022,2023,US,bad
lnk.co/HM4YU,tc,www.neworkutsex.eu.tc,tc,,22.0,0.0,0.0,3.3680424225727155,,,,,,bad
www.neworkutsex.eu.tc/,tk,www.services-runescapecom-mforum-forums-ws-45-46-727-63187568.tk,tk,,65.0,0.0,0.0,4.415873781480404,,,,,,bad
"'secure-runescape-loginwebs.tk/m=forum/forums.ws17,18,810,63120405'",tk,creditosraresgratuitos.tk,tk,,26.0,0.0,0.0,3.493660689688185,,,,,,bad
www.services-runescapecom-mforum-forums-ws-45-46-727-63187568.tk/,com,www.habo2011moedasgratis.blogspot.com,com,,38.0,0.0,0.0,4.111367136356229,,,,,,bad
creditosraresgratuitos.tk/,com,wwwpromocaor7ganhemoedas.blogspot.com,com,,38.0,0.0,0.0,3.914422366685879,,,,,,bad
www.habo2011moedasgratis.blogspot.com/,com,mail.raja-uchino.com,com,src/red.htm,32.0,11.0,0.0,3.5841837197791886,5953.0,2007,2023,2025,TH,bad
wwwpromocaor7ganhemoedas.blogspot.com/,nr,bonus-poste-it.co.nr,nr,postepay.it,32.0,11.0,0.0,3.5841837197791886,19561.0,1970,2001,,,bad
mail.raja-uchino.com/src/red.htm,com,buzurl.com,com,bg67,15.0,4.0,0.0,3.121928094887362,4687.0,2010,2022,2023,US,bad
bonus-poste-it.co.nr/postepay.it,com,store.apple.com.apple.webobjects.dkstore.woa.920064043.wo.6uo0v7jz7lnt2uf5c8lxytk7afp.2.0.16.9.5.13.0.0.2.1.1.5.tne1bk.com,com,,123.0,0.0,0.0,4.558949121444341,,,,,,bad
buzurl.com/bg67,tk,r0xxx.tk,tk,,9.0,0.0,0.0,2.4056390622295662,,,,,,bad
store.apple.com.apple.webobjects.dkstore.woa.920064043.wo.6uo0v7jz7lnt2uf5c8lxytk7afp.2.0.16.9.5.13.0.0.2.1.1.5.tne1bk.com/,com,freeamazingsoftwares.blogspot.com,com,,34.0,0.0,0.0,4.0060710131011685,,,,,,bad
r0xxx.tk/,tk,www.learntomerchonrs.tk,tk,,24.0,0.0,0.0,3.6753108689123644,,,,,,bad
freeamazingsoftwares.blogspot.com/,gl,goo.gl,gl,HQx5g,12.0,5.0,0.0,1.9182958340544893,6605.0,2005,2023,2024,GL,bad
www.learntomerchonrs.tk/,com,everyoneweb.com,com,wp/Presentation_tier/Index.aspx?WebID=multimillonariohabbocreditos,82.0,66.0,0.0,3.2402239289418517,6915.0,2004,2023,2023,NL,bad
goo.gl/HQx5g,tk,activate-facebook-security-confirmation.tk,tk,,43.0,0.0,0.0,3.937093244712957,,,,,,bad
everyoneweb.com/wp/Presentation_tier/Index.aspx?WebID=multimillonariohabbocreditos,com,runescape-free-rewards.blogspot.com,com,,36.0,0.0,0.0,4.011585431837429,,,,,,bad
activate-facebook-security-confirmation.tk/,tk,www.habdkv1.tk,tk,,15.0,0.0,0.0,3.182005814760214,,,,,,bad
runescape-free-rewards.blogspot.com/,ch,x61.ch,ch,9a46af,13.0,6.0,0.0,2.584962500721156,5442.0,2008,,,,bad
www.habdkv1.tk/,ar,www.gtinyeccionfuel.com.ar,ar,www.santander.com.br,47.0,20.0,0.0,3.844106544814538,,,,,,bad
x61.ch/9a46af,bo,hab.bo,bo,nrcILX,13.0,6.0,0.0,2.2516291673878226,,,,,,bad
www.gtinyeccionfuel.com.ar/www.santander.com.br,com,www.geradordemoedas-disco-lee.blogspot.com,com,,43.0,0.0,0.0,3.8831727088441377,,,,,,bad
hab.bo/nrcILX,tk,www.habbonoticias1.tk,tk,,22.0,0.0,0.0,3.5944656369614516,,,,,,bad
www.geradordemoedas-disco-lee.blogspot.com/,com,2011site-seguro-cielo-fidelidade.com,com,sorteios/gerado.php,56.0,19.0,0.0,4.006749918638778,,,,,,bad
www.habbonoticias1.tk/,com,2011site-seguro-cielo-fidelidade.com,com,sorteios/fidelidade.php,60.0,23.0,0.0,4.006749918638778,,,,,,bad
2011site-seguro-cielo-fidelidade.com/sorteios/gerado.php,com,2011site-seguro-cielo-fidelidade.com,com,sorteios/concluido.php,59.0,22.0,0.0,4.006749918638778,,,,,,bad
2011site-seguro-cielo-fidelidade.com/sorteios/fidelidade.php,com,2011site-seguro-cielo-fidelidade.com,com,sorteios/cadastro.php,58.0,21.0,0.0,4.006749918638778,,,,,,bad
2011site-seguro-cielo-fidelidade.com/sorteios/concluido.php,com,2011site-seguro-cielo-fidelidade.com,com,eng.php,44.0,7.0,0.0,4.006749918638778,,,,,,bad
2011site-seguro-cielo-fidelidade.com/sorteios/cadastro.php,com,2011site-seguro-cielo-fidelidade.com,com,cielo.php,46.0,9.0,0.0,4.006749918638778,,,,,,bad
2011site-seguro-cielo-fidelidade.com/eng.php,com,2011site-seguro-cielo-fidelidade.com,com,cadastro.php,49.0,12.0,0.0,4.006749918638778,,,,,,bad
2011site-seguro-cielo-fidelidade.com/cielo.php,it,digilander.libero.it,it,messengerlive09/,37.0,16.0,0.0,3.421928094887362,,,,,,bad
2011site-seguro-cielo-fidelidade.com/cadastro.php,com,dfwcomputerguy.com,com,joomla/djamel/anaya/hagar/,45.0,26.0,0.0,3.7254805569978675,1128.0,2020,2023,2024,US,bad
