URL,subdomain,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
secure.runescape.com.dd-login.in/weblogin/loginform.html?mod=www&ssl=0&dest,in,secure.runescape.com.dd-login.in,in,weblogin/loginform.html?mod=www&ssl=0&dest,75.0,42.0,0.0,3.827819531114783,,,,,,bad
meticulis.com/rede/atendimento.m.bradesco/?ibpflogin/identificacao.jsf,com,meticulis.com,com,rede/atendimento.m.bradesco/?ibpflogin/identificacao.jsf,70.0,56.0,0.0,3.238901256602631,2752.0,2016,2022,2024,US,bad
www.alphabiolabs.com/uk/cgi-bin/webscrcmd=_login-run.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e55c5c782f5d958692b4590f446c459c7b5c5c782f5d958692b4590f446c459c7b,com,www.alphabiolabs.com,com,uk/cgi-bin/webscrcmd=_login-run.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e55c5c782f5d958692b4590f446c459c7b5c5c782f5d958692b4590f446c459c7b,213.0,192.0,0.0,3.446439344671015,5555.0,2008,2023,2025,GB,bad
orkutfaske.blogspot.com.br/,br,orkutfaske.blogspot.com.br,br,,27.0,0.0,0.0,3.8252517372886508,6804.0,2004,2022,2023,,bad
ssl.allegro.pl.angelamilic.com/?enter_login.php?session=62541,com,ssl.allegro.pl.angelamilic.com,com,?enter_login.php?session=62541,61.0,30.0,0.0,3.498068512058838,5123.0,2009,2020,2025,AU,bad
alphabiolabs.com/uk/cgi-bin/index.php,com,alphabiolabs.com,com,uk/cgi-bin/index.php,37.0,20.0,0.0,3.327819531114783,5555.0,2008,2023,2025,GB,bad
dom.ir/257164,ir,dom.ir,ir,257164,13.0,6.0,0.0,2.584962500721156,,,,,,bad
www.worldmoneygold.com/client/carrega_auto.php?cliente,com,www.worldmoneygold.com,com,client/carrega_auto.php?cliente,54.0,31.0,0.0,3.3685225277282056,1686.0,2018,2022,2023,VN,bad
google-adwords.com.vn/wp-content/themes/twentyeleven/languages/asb_logon.html,vn,google-adwords.com.vn,vn,wp-content/themes/twentyeleven/languages/asb_logon.html,77.0,55.0,0.0,3.725650756112093,,,,,,bad
dom.ir/256989,ir,dom.ir,ir,256989,13.0,6.0,0.0,2.584962500721156,,,,,,bad
online.sachibat.com/login/dispatch/Portal/appmanager/vodafone/wrp?_nfpb=true&amp;_pageLabel=Page_AccReg_LoginService&amp;pageID=MV_0000,com,online.sachibat.com,com,login/dispatch/Portal/appmanager/vodafone/wrp?_nfpb=true&amp;_pageLabel=Page_AccReg_LoginService&amp;pageID=MV_0000,135.0,115.0,0.0,3.6163485660751635,,,,,,bad
davidbart.com/wp3/wp-admin/ae/ppbb/webscr.php?cmd=_flow&amp;SESSION=0iyOqWIBX0N3rpBRjb-SrnX8kwSeMZdtAwUxe5vDvI7mxhdC6KjVI9jQcr4&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d9384d85353843a619606282,com,davidbart.com,com,wp3/wp-admin/ae/ppbb/webscr.php?cmd=_flow&amp;SESSION=0iyOqWIBX0N3rpBRjb-SrnX8kwSeMZdtAwUxe5vDvI7mxhdC6KjVI9jQcr4&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d9384d85353843a619606282,196.0,182.0,0.0,3.3927474104487847,6834.0,2004,2023,2025,FR,bad
dijmaj01.brinkster.net/images_old/10775543.php,net,dijmaj01.brinkster.net,net,images_old/10775543.php,46.0,23.0,0.0,3.823067982273661,8410.0,2000,2023,2024,US,bad
paypalzone23.blogspot.com/,com,paypalzone23.blogspot.com,com,,26.0,0.0,0.0,3.8936606896881845,,,,,,bad
"'secure-runescape-forums-123131.tk/m=forum/forums.ws?74,74,71,62873491'",hu,dextram.hu,hu,includes/Archive/NATWEST/index.html,46.0,35.0,0.0,3.321928094887362,,,,,,bad
dextram.hu/includes/Archive/NATWEST/index.html,com,steamonline.e-monsite.com,com,pages/steamgratuit.html,49.0,23.0,0.0,3.4332696895151082,7080.0,2004,2020,2030,FR,bad
steamonline.e-monsite.com/pages/steamgratuit.html,ru,www.escudo-club.ru,ru,administration/images/board/etk/CartaSi/BonuS/themes/templates/header/footer/board/paymentlink/CartaSi/BonuS/infusions/user_info_panel/board/etk/CartaSi/BonuS/cartaprelievi/atm/www.cartasi.it/ricarica/sold/bonus/index.php?asdqwertyfgh222,256.0,237.0,0.0,3.4193819456463714,872.0,2021,,2024,,bad
www.escudo-club.ru/administration/images/board/etk/CartaSi/BonuS/themes/templates/header/footer/board/paymentlink/CartaSi/BonuS/infusions/user_info_panel/board/etk/CartaSi/BonuS/cartaprelievi/atm/www.cartasi.it/ricarica/sold/bonus/index.php?asdqwertyfgh222,com,www.adesso-shop.com,com,images/stories/cartasi.it/gtwpages/,55.0,35.0,0.0,3.391892644680931,5680.0,2008,2018,2027,US,bad
www.adesso-shop.com/images/stories/cartasi.it/gtwpages/,me,migre.me,me,851g9,14.0,5.0,0.0,2.5,5287.0,2009,2023,2024,US,bad
migre.me/851g9,ru,www.escudo-club.ru,ru,administration/images/board/etk/CartaSi/BonuS/themes/templates/header/footer/board/paymentlink/CartaSi/BonuS/infusions/user_info_panel/board/etk/CartaSi/BonuS/cartaprelievi/atm/www.cartasi.it/ricarica/sold/bonus/index.php?asdq...,248.0,229.0,0.0,3.4193819456463714,872.0,2021,,2024,,bad
