URL,subdomain,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
"'secure-runescape-services-forums-loginwebs.tk/m=forum/forums.ws17,18,810,63120405'",tk,habbonoticias08.tk,tk,,19.0,0.0,0.0,3.6143694458867563,,,,,,bad
habbonoticias08.tk/,tk,fast-face-book.tk,tk,,18.0,0.0,0.0,3.381580488309164,,,,,,bad
fast-face-book.tk/,tk,dupe-runescape.tk,tk,,18.0,0.0,0.0,3.572469458770136,,,,,,bad
dupe-runescape.tk/,com,webcamopenchat.blogspot.com,com,,28.0,0.0,0.0,3.763965742824082,,,,,,bad
"'secure-runescape-services-forums-loginserver.tk/m=forum/forums.ws17,18,810,63120405'",tk,secure-runescape-com-mgs-weblogin-msw-mod-tickeyta-com-inbox-ws.tk,tk,,67.0,0.0,0.0,4.132467333606914,,,,,,bad
"'secure-runescape-services-forumslogin.tk/m=forum/forums.ws17,18,810,63120405'",com,new-verson-4u.blogspot.com,com,,27.0,0.0,0.0,4.008132025833399,,,,,,bad
webcamopenchat.blogspot.com/,com,livecamchat2.blogspot.com,com,,25.0,0.0,0.0,3.863465189601646,,,,,,bad
secure-runescape-com-mgs-weblogin-msw-mod-tickeyta-com-inbox-ws.tk/,com,livechatwithgirls.blogspot.com,com,,31.0,0.0,0.0,3.9395722619867226,,,,,,bad
new-verson-4u.blogspot.com/,tk,services-runescape-com-m-forum-forums-ws-4215-283-63182814.tk,tk,,62.0,0.0,0.0,4.31322437853996,,,,,,bad
livecamchat2.blogspot.com,tk,services-runescape-forum44549.tk,tk,,33.0,0.0,0.0,4.116729296672174,,,,,,bad
livechatwithgirls.blogspot.com/,com,habbomoedas2011gratis1.blogspot.com,com,,36.0,0.0,0.0,4.025591860285232,,,,,,bad
services-runescape-com-m-forum-forums-ws-4215-283-63182814.tk/,com,www.moedasgratishabbodoacaoorg.blogspot.com,com,,44.0,0.0,0.0,3.8126815457426986,,,,,,bad
services-runescape-forum44549.tk/,com,habbopromomoedas.blogspot.com,com,,30.0,0.0,0.0,3.57655825517136,,,,,,bad
habbomoedas2011gratis1.blogspot.com/,tk,www.runescape-team.tk,tk,,22.0,0.0,0.0,3.653756708287001,,,,,,bad
www.moedasgratishabbodoacaoorg.blogspot.com/,tk,services-runescape-com-m-forum-forums-ws-2657-283-63182811.tk,tk,,62.0,0.0,0.0,4.313224378539961,,,,,,bad
habbopromomoedas.blogspot.com/,tk,services-runescape-com-m-forum-forums-ws-226-224-353-73537696.tk,tk,,65.0,0.0,0.0,4.283617633875558,,,,,,bad
www.runescape-team.tk/,,,,,,,,,,,,,,bad
services-runescape-com-m-forum-forums-ws-2657-283-63182811.tk/,,,,,,,,,,,,,,bad
"'services-runescape-com-wsforum.tk/forums.ws?199,200,940,63163591'",,,,,,,,,,,,,,bad
services-runescape-com-m-forum-forums-ws-226-224-353-73537696.tk/,,,,,,,,,,,,,,bad
