URL,subdomain,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
'cortijolavicaria.com/listing/housing/Remax/Secure Login.html',do,www.laventa.com.do,do,dynamic_data/lib/gd/thumb/Nord.html,54.0,35.0,0.0,3.419381945646371,,,,,,bad
www.laventa.com.do/dynamic_data/lib/gd/thumb/Nord.html,com,bigalsgunshop.com,com,img/main-css.php,34.0,16.0,0.0,3.734521664779752,,,,,,bad
bigalsgunshop.com/img/main-css.php,br,www.frutariasoares.com.br,br,includes/domit/forms.asp.htm,54.0,28.0,0.0,3.5932696895151075,,,,,,bad
www.frutariasoares.com.br/includes/domit/forms.asp.htm,com,www.hhog.com,com,,13.0,0.0,0.0,2.6887218755408666,10125.0,1995,2022,2023,US,bad
www.hhog.com/,co,tb3.co,co,feria-de-canton-fase-i-y-tour-en-china/,46.0,39.0,0.0,2.584962500721156,338.0,2022,2022,2023,US,bad
tb3.co/feria-de-canton-fase-i-y-tour-en-china/,ca,www.mondaymadness.ca,ca,ws9/,25.0,4.0,0.0,3.3464393446710154,,,,,,bad
www.mondaymadness.ca/ws9/,com,bullogs.com,com,detail/2a726de22b8663b34c5dd85381bff0d7/,52.0,40.0,0.0,3.095795255000934,5300.0,2009,2023,2024,US,bad
bullogs.com/detail/2a726de22b8663b34c5dd85381bff0d7/,it,www.casae.it,it,it/templates/ja_purity/favour/international.htm,60.0,47.0,0.0,2.8553885422075336,7222.0,2003,2023,2024,IT,bad
www.casae.it/it/templates/ja_purity/favour/international.htm,co,lnk.co,co,io6u45y45?erydh?mario.Carelli@poste.it,45.0,38.0,0.0,2.584962500721156,4708.0,2010,2022,2023,US,bad
lnk.co/io6u45y45?erydh?mario.Carelli@poste.it,co,lnk.co,co,tykrthg5?wg34g3g?mario.carelli@poste.it,46.0,39.0,0.0,2.584962500721156,4708.0,2010,2022,2023,US,bad
lnk.co/tykrthg5?wg34g3g?mario.carelli@poste.it,co,lnk.co,co,rjrh34g34g?g3434?mario.Carelli@poste.it,46.0,39.0,0.0,2.584962500721156,4708.0,2010,2022,2023,US,bad
lnk.co/rjrh34g34g?g3434?mario.Carelli@poste.it,com,www.woorisn.com,com,properties/,27.0,11.0,0.0,2.9232314287976204,63.0,2023,2023,2024,CN,bad
www.woorisn.com/properties/,com,bullogs.com,com,detail/8c708421ca00c671a7739c31b2543707/,52.0,40.0,0.0,3.095795255000934,5300.0,2009,2023,2024,US,bad
bullogs.com/detail/8c708421ca00c671a7739c31b2543707/,com,www.watermill-crafts.com,com,pages/properties/realtor/index.htm,59.0,34.0,0.0,3.6682958340544896,30.0,2023,2023,2024,US,bad
www.watermill-crafts.com/pages/properties/realtor/index.htm,com,apbmb.biz.ly.istemp.com,com,cgi/index.htm,37.0,13.0,0.0,3.5883543471732335,6849.0,2004,2022,2023,US,bad
apbmb.biz.ly.istemp.com/cgi/index.htm,com,www.futureinternetmarketing.com,com,arp3/ascii/styles/index.html,60.0,28.0,0.0,3.7198523585646037,7703.0,2002,2021,2023,US,bad
www.futureinternetmarketing.com/arp3/ascii/styles/index.html,info,links-host.info,info,wp-content/uploads/2012/paypal.co.uk/logs/accounts/login.php,76.0,60.0,0.0,3.373557262275185,,,,,,bad
links-host.info/wp-content/uploads/2012/paypal.co.uk/logs/accounts/login.php,au,www.onlytheyoungdiegood.com.au,au,remax.htm,40.0,9.0,0.0,3.8029100796497266,,,,,,bad
www.onlytheyoungdiegood.com.au/remax.htm,com,www.cursositonline.com,com,wp-content/themes/united/includes/images/wp-rss2.php,75.0,52.0,0.0,3.5726236638951634,,,,,,bad
www.cursositonline.com/wp-content/themes/united/includes/images/wp-rss2.php,net,jameswburns.net,net,images/banners/0/indexer/News/Logins/www.paypal.com/a0a058baaeef16e88f6bd2ee36c03f6f/,101.0,85.0,0.0,3.5068905956085183,,,,,,bad
jameswburns.net/images/banners/0/indexer/News/Logins/www.paypal.com/a0a058baaeef16e88f6bd2ee36c03f6f/,com,centromedis.com,com,components/index1.htm,37.0,21.0,0.0,3.373557262275185,2218.0,2017,2022,2023,IT,bad
centromedis.com/components/index1.htm,com,designsdonebetter.com,com,install/html/res/sad/paypal/7d922f9334e90fc1f05440db49da99db/,83.0,61.0,0.0,3.5351745656359026,1504.0,2019,2023,2024,US,bad
designsdonebetter.com/install/html/res/sad/paypal/7d922f9334e90fc1f05440db49da99db/,com,www.habbotingenerator.moonfruit.com,com,,36.0,0.0,0.0,3.8325950745091326,8717.0,1999,2023,2023,GB,bad
www.habbotingenerator.moonfruit.com/,com,gratishabborare.yolasite.com,com,,29.0,0.0,0.0,3.7534343861887853,,,,,,bad
gratishabborare.yolasite.com/,com,www.gratishabborare.yolasite.com,com,,33.0,0.0,0.0,3.8431390622295667,,,,,,bad
www.gratishabborare.yolasite.com/,com,maelaohospital.com,com,tmp/_joomla_openid_store/nonces/view.html,60.0,41.0,0.0,3.4193819456463714,,,,,,bad
maelaohospital.com/tmp/_joomla_openid_store/nonces/view.html,com,maelaohospital.com,com,cache/mod_whosonline/view.html,49.0,30.0,0.0,3.4193819456463714,,,,,,bad
maelaohospital.com/cache/mod_whosonline/view.html,com,rwnsupport.com,com,payment_info/ibank_deposit/pay.ghn/,50.0,35.0,0.0,3.378783493486176,,,,,,bad
rwnsupport.com/payment_info/ibank_deposit/pay.ghn/,co,lnk.co,co,wtwfsg?345345?3456?roberto.morassi@poste.it,50.0,43.0,0.0,2.584962500721156,4708.0,2010,2022,2023,US,bad
lnk.co/wtwfsg?345345?3456?roberto.morassi@poste.it,de,bavwa.de,de,eb.php,15.0,6.0,0.0,2.75,,,,,,bad
bavwa.de/eb.php,net,swingroom.net,net,~main/bbs/login_check.php,39.0,25.0,1.0,3.3927474104487847,,,,,,bad
swingroom.net/~main/bbs/login_check.php,au,frsct.com.au,au,ws/eBayISAPI.dII/?SignIn&ru=www.ebay.co.uk/,56.0,43.0,0.0,3.2516291673878226,,,,,,bad
frsct.com.au/ws/eBayISAPI.dII/?SignIn&ru=www.ebay.co.uk/,be,www.miraflor.be,be,modules/mod_end/inforead.php,44.0,28.0,0.0,3.32323142879762,5760.0,Mon ,,,,bad
www.miraflor.be/modules/mod_end/inforead.php,com,www.qualitywordpress.com,com,wp-content/plugins/my-review/database/account_login/my.screenname.aol.com/Aol.htm,106.0,81.0,0.0,3.91829583405449,383.0,2022,2022,2024,FR,bad
'home.comcast.net/~donmchenry/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=Z2xJIscpuj\%\%202Bo=&action=validate23442',com,thietkehoatuoi.com,com,includes/phpInputFilter/wp-includes/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode.html,114.0,95.0,0.0,3.3082708345352603,,,,,,bad
www.qualitywordpress.com/wp-content/plugins/my-review/database/account_login/my.screenname.aol.com/Aol.htm,com,bitly.com,com,NbZQkg,16.0,6.0,0.0,3.169925001442312,7193.0,2003,2022,2023,US,bad
thietkehoatuoi.com/includes/phpInputFilter/wp-includes/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode.html,com,bitly.com,com,JGtMiD,16.0,6.0,0.0,3.169925001442312,7193.0,2003,2022,2023,US,bad
bitly.com/NbZQkg,ly,bit.ly,ly,KXkSji,13.0,6.0,0.0,2.584962500721156,5544.0,2008,2022,2032,US,bad
bitly.com/JGtMiD,nu,confirmatumastercard.rr.nu,nu,,27.0,0.0,0.0,3.609496334425697,9027.0,1998,2022,2023,,bad
bit.ly/KXkSji,ly,bit.ly,ly,K3z122?=832832,21.0,14.0,0.0,2.584962500721156,5544.0,2008,2022,2032,US,bad
confirmatumastercard.rr.nu/,ly,bit.ly,ly,LU9k1Q,13.0,6.0,0.0,2.584962500721156,5544.0,2008,2022,2032,US,bad
bit.ly/K3z122?=832832,in,putme25up.blogspot.in,in,,22.0,0.0,0.0,3.7849418274376423,1123.0,2020,2023,2024,US,bad
bit.ly/LU9k1Q,in,iloveyoujaana.blogspot.in,in,,26.0,0.0,0.0,3.8136606896881853,1123.0,2020,2023,2024,US,bad
putme25up.blogspot.in/,com,www.bunnzoo.com,com,wp-content/uploads/p_p/login.php,48.0,32.0,0.0,3.006238928653389,181.0,2023,2023,2024,US,bad
iloveyoujaana.blogspot.in/,uk,led-lighting-dimmer.co.uk,uk,manager/index.php,43.0,17.0,0.0,3.8936606896881845,,,,,,bad
www.bunnzoo.com/wp-content/uploads/p_p/login.php,com,accedi.szm.com,com,ehhfkdjfkskfjedlfkdkskdndklsndlsnmldsjflsjdlsdjfkfj.html,71.0,56.0,0.0,3.182005814760214,8662.0,1999,2022,2023,SK,bad
led-lighting-dimmer.co.uk/manager/index.php,com,www.b-claysuk.com,com,online/index.php,34.0,16.0,0.0,3.5724694587701364,,,,,,bad
accedi.szm.com/ehhfkdjfkskfjedlfkdkskdndklsndlsnmldsjflsjdlsdjfkfj.html,net,home.comcast.net,net,~phoxy/accountrestore/takeaction.html,54.0,37.0,1.0,3.25,9432.0,1997,2022,2023,US,bad
www.b-claysuk.com/online/index.php,com,www.cursositonline.com,com,wp-includes/images/wlw/wp-rss2.php,57.0,34.0,0.0,3.5726236638951634,,,,,,bad
home.comcast.net/~phoxy/accountrestore/takeaction.html,com,url2it.com,com,msfe,15.0,4.0,0.0,3.321928094887362,5831.0,2007,2022,2023,US,bad
www.cursositonline.com/wp-includes/images/wlw/wp-rss2.php,com,www.figmaax.com,com,libraries/,26.0,10.0,0.0,3.1898980954642875,,,,,,bad
url2it.com/msfe,com,figmaax.com,com,language/,21.0,9.0,0.0,3.095795255000934,,,,,,bad
www.figmaax.com/libraries/,ro,coreit.ro,ro,images/fpage/irs//internalresvices/SecurityMeasure/questions.htm,74.0,64.0,0.0,2.725480556997868,4352.0,2011,,2026,,bad
figmaax.com/language/,nl,account9915wu5991.jceucalypta.nl,nl,wumt/?access=secure,52.0,19.0,0.0,3.827819531114783,,,,,,bad
coreit.ro/images/fpage/irs//internalresvices/SecurityMeasure/questions.htm,in,wealllovethisorkut.blogspot.in,in,,31.0,0.0,0.0,3.948394345536403,1123.0,2020,2023,2024,US,bad
account9915wu5991.jceucalypta.nl/wumt/?access=secure,com,searchtothemaximum.com,com,,23.0,0.0,0.0,3.5503407095463877,,,,,,bad
wealllovethisorkut.blogspot.in/,vn,saoplus.vn,vn,htmlarea/images/OpenSSL/comun2008/id_category/Default.php,68.0,57.0,0.0,3.121928094887362,19561.0,1970,2001,,,bad
searchtothemaximum.com/,com,www.hatzlacha.com,com,images/cw/comm/step.php,41.0,23.0,0.0,3.1751231351134614,7660.0,2002,2022,2023,US,bad
saoplus.vn/htmlarea/images/OpenSSL/comun2008/id_category/Default.php,com,bitmoov.com,com,crm/js/index.php,28.0,16.0,0.0,2.8453509366224368,5373.0,2013,2022,2023,IT,bad
www.hatzlacha.com/images/cw/comm/step.php,com,www.agent-helper.com,com,SpryAssets/_notes/scr.html,47.0,26.0,0.0,3.7464393446710154,972.0,2020,2022,2023,IS,bad
bitmoov.com/crm/js/index.php,com,www.ecopropertyconsultant.com,com,ecopropertyconsultant/admin/img/brochureimage/test/getproductrequest.htm,102.0,72.0,0.0,3.7454064259382482,,,,,,bad
www.agent-helper.com/SpryAssets/_notes/scr.html,com,www.qu100.com,com,phpmyadmin/231231/index.html,42.0,28.0,0.0,3.0269868333592873,6088.0,2006,2019,2028,CN,bad
www.ecopropertyconsultant.com/ecopropertyconsultant/admin/img/brochureimage/test/getproductrequest.htm,pl,bbva-espn0ttbls-es.66.pl,pl,,25.0,0.0,0.0,3.6053885422075336,,,,,,bad
www.qu100.com/phpmyadmin/231231/index.html,com,wissamcharaf.com,com,swf/2012/paypal/,33.0,16.0,0.0,3.327819531114783,209.0,2022,2022,2023,,bad
bbva-espn0ttbls-es.66.pl/,com,purchase-protection-program.com,com,,32.0,0.0,0.0,3.8087196973440705,,,,,,bad
wissamcharaf.com/swf/2012/paypal/,ly,bit.ly,ly,LIg5jj?=fidel03921039,28.0,21.0,0.0,2.584962500721156,5544.0,2008,2022,2032,US,bad
purchase-protection-program.com/,ly,bit.ly,ly,NheAvN?=3Dfide98239382,29.0,22.0,0.0,2.584962500721156,5544.0,2008,2022,2032,US,bad
bit.ly/LIg5jj?=fidel03921039,com,credit-habbo-gratos.yolasite.com,com,contact-us.php,47.0,14.0,0.0,3.952819531114783,,,,,,bad
bit.ly/NheAvN?=3Dfide98239382,com,habbo.mwik.com,com,index.php,24.0,9.0,0.0,3.2359263506290334,5542.0,2008,2023,2024,FR,bad
credit-habbo-gratos.yolasite.com/contact-us.php,com,progettosoftware.com,com,libraries/pattemplate/Nets-Denmark/VBV/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode2012.html,123.0,102.0,0.0,3.484183719779189,9536.0,1997,2023,2024,IT,bad
habbo.mwik.com/index.php,com,progettosoftware.com,com,libraries/pattemplate/Nets-Denmark/VBV/,60.0,39.0,0.0,3.484183719779189,9536.0,1997,2023,2024,IT,bad
progettosoftware.com/libraries/pattemplate/Nets-Denmark/VBV/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode2012.html,com,www.qu100.com,com,phpmyadmin/434343/index.html,42.0,28.0,0.0,3.0269868333592873,6088.0,2006,2019,2028,CN,bad
progettosoftware.com/libraries/pattemplate/Nets-Denmark/VBV/,kz,www.msu.kz,kz,images/trueimg/PJ/,29.0,18.0,0.0,2.6464393446710153,7837.0,2002,2004,,KZ,bad
www.qu100.com/phpmyadmin/434343/index.html,ly,bit.ly,ly,KUWn5k,13.0,6.0,0.0,2.584962500721156,5544.0,2008,2022,2032,US,bad
www.msu.kz/images/trueimg/PJ/,com,pcpintar.com,com,wp-content/themes/twentyten/my.screename.aol,57.0,44.0,0.0,3.2516291673878226,,,,,,bad
bit.ly/KUWn5k,com,kapalicarsihaber.com,com,wp-content/uploads/index/information/www.remax.com/remax/index.htm,87.0,66.0,0.0,3.621928094887362,362.0,2022,2022,2023,CA,bad
pcpintar.com/wp-content/themes/twentyten/my.screename.aol,com,www.firelaw.com,com,pages/comun2008/Process/BancoFalabellaChile/index.html,70.0,54.0,0.0,3.2402239289418517,7613.0,2002,2021,2023,US,bad
kapalicarsihaber.com/wp-content/uploads/index/information/www.remax.com/remax/index.htm,com,www.paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.5.5885d80a16554asas3c0db1f8e263663d3faee8d.13c0db1f8e263663da5s5d3dfvlxcs1127dc00s.egylike.com,com,paypal/webscr.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec251,252.0,98.0,0.0,4.77657697264108,729.0,2021,2023,2023,AE,bad
www.firelaw.com/pages/comun2008/Process/BancoFalabellaChile/index.html,au,kandycrew.com.au,au,us/webscr.php?cmd=_login-run&amp;amp;dispatch=5885d8,69.0,52.0,0.0,3.625,,,2023,,,bad
'voin.kz/tmp/_/ebaymotors/ws/eBayISAPI.dll.php?SignIn&UserId=chicagocarauction1&e=ebay@chicagocarauction.com&co_partnerId=2&siteid=100&loc=http\%3A\%2F\%2Fcontact.ebay.com\%2Fws\%2FeBayISAPI.dll\%3FM2MContact\%26item\%3D251051811324\%26requested\%3Dticktocknow\%26qid\%3D219590061016\%26redirect\%3D0\%26ssPageName\%3DADME\%3AX\%3AAAQ\%3AUS\%3A1139',in,secure.runescape.com.aa-login.in,in,weblogin/loginform.html?mod,60.0,27.0,0.0,3.7417292966721747,,,,,,bad
www.paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.5.5885d80a16554asas3c0db1f8e263663d3faee8d.13c0db1f8e263663da5s5d3dfvlxcs1127dc00s.egylike.com/paypal/webscr.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec251,ro,extremteambuilding.ro,ro,blog/wp-admin/css/telstraupdate.php,57.0,35.0,0.0,3.784941827437642,,,,,,bad
kandycrew.com.au/us/webscr.php?cmd=_login-run&amp;amp;dispatch=5885d8,com,www.kaoshi169.com,com,walmart/online.html,37.0,19.0,0.0,3.5724694587701364,5974.0,2007,2020,2029,,bad
secure.runescape.com.aa-login.in/weblogin/loginform.html?mod,net,home.comcast.net,net,~dlblanchett/encrypconfirmt453650344541fa3640b8dfba9cf6ea9.html,80.0,63.0,1.0,3.25,9432.0,1997,2022,2023,US,bad
extremteambuilding.ro/blog/wp-admin/css/telstraupdate.php,com,zumbakuba.com,com,new-wp/security.php,33.0,19.0,0.0,3.0850551027564768,,,,,,bad
www.kaoshi169.com/walmart/online.html,in,kitesms.in,in,usbankkaa/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0425fd413de2ec4e573313ed8bdfb6dbe425fd413de2ec4e573313ed8bdfb6dbe,231.0,220.0,0.0,2.9219280948873623,4143.0,2012,2023,2025,IN,bad
home.comcast.net/~dlblanchett/encrypconfirmt453650344541fa3640b8dfba9cf6ea9.html,biz,kongman.biz,biz,wp-content/plugins/akismet/simoro/www.Paypal.com/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e568d90e2d39a202ff0a00a546ab07c01168d90e2d39a202ff0a00a546ab07c011,228.0,216.0,0.0,3.277613436819116,,,,,,bad
'home.comcast.net/~david.bunkley/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=Z2xJIscpuj\%\%202Bo=&action=validate23442',biz,kongman.biz,biz,wp-content/plugins/akismet/simoro/www.Paypal.com/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e52b8b5f8efa502c62a838165985edf4c42b8b5f8efa502c62a838165985edf4c4,224.0,212.0,0.0,3.277613436819116,,,,,,bad
zumbakuba.com/new-wp/security.php,biz,kongman.biz,biz,wp-content/plugins/akismet/simoro/www.Paypal.com/webscr.php?cmd=_login-run&amp;dispatchX85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e568d90e2d39a202ff0a00a546ab07c01168d90e2d39a202ff0a00a546ab07c011,226.0,214.0,0.0,3.277613436819116,,,,,,bad
