URL,subdomain,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
'www.battlezi.tk/cert/login.asp?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;app=bam',tk,'www.battlezi.tk,tk,cert/login.asp?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;app=bam',117,100,6,3.2806390622295662,,,,,,bad
bradtsics.org/pCntrlch/webscr.php?cmd_=session.start&sdr01=aW12cy5raW5rQHQtb25saW5lLmRl,org,bradtsics.org,org,pCntrlch/webscr.php?cmd_=session.start&sdr01=aW12cy5raW5rQHQtb25saW5lLmRl,87,73,0,3.3927474104487847,,,,,,bad
bradtsics.org/cGFzY2FsLnVlYmVyc2F4QGJsdWV3aW4uY2g=https:/paypal.com/de/cmd_=login_run/mbr=R142lkin4578/DEsdR/cgiy1jwd2svpm976ch,org,bradtsics.org,org,cGFzY2FsLnVlYmVyc2F4QGJsdWV3aW4uY2g=https:/paypal.com/de/cmd_=login_run/mbr=R142lkin4578/DEsdR/cgiy1jwd2svpm976ch,127,113,0,3.3927474104487847,,,,,,bad
bradtsics.org/aW12cy5raW5rQHQtb25saW5lLmRl/DEsdR/cgig8f6rm4el93x2ny,org,bradtsics.org,org,aW12cy5raW5rQHQtb25saW5lLmRl/DEsdR/cgig8f6rm4el93x2ny,67,53,0,3.3927474104487847,,,,,,bad
bradtsics.org/pCntrlch/webscr.php?cmd_=session.start&sdr01=aW5maWx0cmEtbHRkQHQtb25saW5lLmRl,org,bradtsics.org,org,pCntrlch/webscr.php?cmd_=session.start&sdr01=aW5maWx0cmEtbHRkQHQtb25saW5lLmRl,91,77,0,3.3927474104487847,,,,,,bad
bradtsics.org/aW5keWdvYXJ0d2VhckB0LW9ubGluZS5kZQ==/DEsdR/cgip54nl3fs2aze7dr,org,bradtsics.org,org,aW5keWdvYXJ0d2VhckB0LW9ubGluZS5kZQ==/DEsdR/cgip54nl3fs2aze7dr,75,61,0,3.3927474104487847,,,,,,bad
bradtsics.org/aW5maWx0cmEtbHRkQHQtb25saW5lLmRl/DEsdR/cgilwz6y3kcu8gefTp,org,bradtsics.org,org,aW5maWx0cmEtbHRkQHQtb25saW5lLmRl/DEsdR/cgilwz6y3kcu8gefTp,71,57,0,3.3927474104487847,,,,,,bad
fb.germablex1.com/?elkrak,com,fb.germablex1.com,com,?elkrak,25,7,0,3.6168746059562227,,,,,,bad
www.companyrentacar.com/css/_notes/index_11.htm,com,www.companyrentacar.com,com,css/_notes/index_11.htm,47,23,0,3.4685766296878655,75.0,2023,2023,2024,TR,bad
racinex.net/images/Paypal.it/forms/windhoek_tours/,net,racinex.net,net,images/Paypal.it/forms/windhoek_tours/,50,38,0,3.095795255000934,,,,,,bad
racinex.net/images/Paypal.it/forms/windhoek_tours/verificated/default.asp/,net,racinex.net,net,images/Paypal.it/forms/windhoek_tours/verificated/default.asp/,74,62,0,3.095795255000934,,,,,,bad
racinex.net/images/Paypal.it/forms/windhoek_tours/asp.php,net,racinex.net,net,images/Paypal.it/forms/windhoek_tours/asp.php,57,45,0,3.095795255000934,,,,,,bad
jonathanrua.com/home/Cpanel/cpanel.net/2082.htm?_default.asp?id=Pre&amp;prod=?locale=en,com,jonathanrua.com,com,home/Cpanel/cpanel.net/2082.htm?_default.asp?id=Pre&amp;prod=?locale=en,87,71,0,3.32323142879762,4395.0,2011,2021,2023,CO,bad
www.battlezi.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&app=bam,tk,www.battlezi.tk,tk,cert/login.asp?ref=us.battle.net/account/management/index.xml&app=bam,85,69,0,3.1395722619867223,,,,,,bad
bit.ly/O0zAZ7,ly,bit.ly,ly,O0zAZ7,13,6,0,2.584962500721156,5542.0,2008,2022,2032,US,bad
apartamentosolhao.com/wp-content/themes/twentyten/www.paypal.com/,com,apartamentosolhao.com,com,wp-content/themes/twentyten/www.paypal.com/,65,43,0,3.4399364703978073,59.0,2023,2023,2024,US,bad
bit.ly/Q8cJhU,ly,bit.ly,ly,Q8cJhU,13,6,0,2.584962500721156,5542.0,2008,2022,2032,US,bad
paypal.com.fr.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0d.a50598f04d34b4bf5056870803.behdan.com/secure-code6/security/login.php,com,paypal.com.fr.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0d.a50598f04d34b4bf5056870803.behdan.com,com,secure-code6/security/login.php,138,31,0,4.607493596745498,,,,,,bad
arapcadunyasi.net/scama/secure-code7/security/login.php,net,arapcadunyasi.net,net,scama/secure-code7/security/login.php,55,37,0,3.4992275471326932,,,,,,bad
paypal.com.fr.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0d.a50598f04d34b4bf5056870803.behdan.com/secure-code6/security/,com,paypal.com.fr.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0d.a50598f04d34b4bf5056870803.behdan.com,com,secure-code6/security/,129,22,0,4.607493596745498,,,,,,bad
blog.dariuszemanowicz.pl/wp-includes/pomo/network.html,pl,blog.dariuszemanowicz.pl,pl,wp-includes/pomo/network.html,54,29,0,4.084962500721156,,,,,,bad
promocaopontosfidelidade.k6.com.br/,br,promocaopontosfidelidade.k6.com.br,br,,35,0,0,3.9398290174664017,7886.0,2001,2023,2023,,bad
bit.ly/PquSFb,ly,bit.ly,ly,PquSFb,13,6,0,2.584962500721156,5542.0,2008,2022,2032,US,bad
erdely.ma/download/soc/userinfo/webscr.html?cmd=_login-run,ma,erdely.ma,ma,download/soc/userinfo/webscr.html?cmd=_login-run,58,48,0,2.94770277922009,6717.0,2005,2022,2025,,bad
abc-staff.ru/abc.php,ru,abc-staff.ru,ru,abc.php,20,7,0,3.2516291673878226,974.0,2020,,2023,,bad
grupodeall.com/login.cgi-bin/Paypal.it/webscreen-login.cgi-bin/Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436544b8de4a090d7fa4d1ae5f7ca9bcc4c644b8de4a090d7fa4d1ae5f7ca9bcc4c6,com,grupodeall.com,com,login.cgi-bin/Paypal.it/webscreen-login.cgi-bin/Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436544b8de4a090d7fa4d1ae5f7ca9bcc4c644b8de4a090d7fa4d1ae5f7ca9bcc4c6,232,217,0,3.521640636343319,,,,,,bad
abc-staff.ru//cache/blog.php,ru,abc-staff.ru,ru,/cache/blog.php,28,15,0,3.2516291673878226,974.0,2020,,2023,,bad
www.ecoupon1.com/remax-properties.com/remax,com,www.ecoupon1.com,com,remax-properties.com/remax,43,26,0,3.1556390622295662,290.0,2022,2022,2023,,bad
www.ecoupon1.com/remax-properties.com/remax/,com,www.ecoupon1.com,com,remax-properties.com/remax/,44,27,0,3.1556390622295662,290.0,2022,2022,2023,,bad
www.quocvietthuphap.com:82/images//a.htm,com:82,www.quocvietthuphap.com:82,com,images//a.htm,40,13,0,3.9790978911348045,,,,,,bad
vacation-data.com/wp-content/uploads/2012/Trulia/index.htm,com,vacation-data.com,com,wp-content/uploads/2012/Trulia/index.htm,58,40,0,3.2639334294856344,,,,,,bad
ssl-payment-abgleich.com/,com,ssl-payment-abgleich.com,com,,25,0,0,4.001629167387823,,,,,,bad
ZpFwdqtwSM.agenciaperinetti.cl/.red/,cl,ZpFwdqtwSM.agenciaperinetti.cl,cl,.red/,36,5,0,4.031401845392171,,,,,,bad
www.apartamentosolhao.com/wp-content/www.paypal.com/,com,www.apartamentosolhao.com,com,wp-content/www.paypal.com/,52,26,0,3.5736606896881846,59.0,2023,2023,2024,US,bad
habilitarsms.hut4.ru/Santander/Portal~/Seguranca2/PessoaFisica/habilitar/Servico_SMS/,ru,habilitarsms.hut4.ru,ru,Santander/Portal~/Seguranca2/PessoaFisica/habilitar/Servico_SMS/,85,64,1,3.521928094887362,6769.0,2005,,2024,,bad
fouempire.com/libraries/eBaiISAPI.dll.htm?signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&ru=www.ebay.co.uk/,com,fouempire.com,com,libraries/eBaiISAPI.dll.htm?signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&ru=www.ebay.co.uk/,102,88,0,3.238901256602631,,,,,,bad
us.battle.net.login.yc-login.com/login/en/login.html?app=wam&amp;amp;ref=www.worldofwarcraft.com/account/&amp;amp;eor=0&amp;amp;app=bam,com,us.battle.net.login.yc-login.com,com,login/en/login.html?app=wam&amp;amp;ref=www.worldofwarcraft.com/account/&amp;amp;eor=0&amp;amp;app=bam,135,102,0,3.792837797403416,,,,,,bad
www.battlefghreyqwaiknet.igg.biz/login/en/login.html.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,biz,www.battlefghreyqwaiknet.igg.biz,biz,login/en/login.html.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,115,82,0,3.882048827786958,1531.0,2019,2023,2024,EE,bad
www.fastgrafic.cl/imprenta/wp-content/index.html,cl,www.fastgrafic.cl,cl,imprenta/wp-content/index.html,48,30,0,3.3371753411230776,7500.0,2003,,2025,,bad
mrmclaughlin.com/wp-includes/personal,com,mrmclaughlin.com,com,wp-includes/personal,37,20,0,3.452819531114783,7077.0,2004,2022,2027,US,bad
www.vses.co.in/images/northrock.htm,in,www.vses.co.in,in,images/northrock.htm,35,20,0,2.9852281360342516,,,,,,bad
dogtoysmart.com/soc/userinfo/index.html,com,dogtoysmart.com,com,soc/userinfo/index.html,39,23,0,3.3232314287976203,815.0,2021,2023,2024,US,bad
www.battle-d3.com/login/login.asp?ref=www.worldofwarcraft.com/account/&amp;app=wam,com,www.battle-d3.com,com,login/login.asp?ref=www.worldofwarcraft.com/account/&amp;app=wam,82,64,0,3.5724694587701364,,,,,,bad
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv20.igrejauncaoegloria.com.br/wp-account.php,br,paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv20.igrejauncaoegloria.com.br,br,wp-account.php,152,14,0,4.682911858208674,,,,,,bad
www.spskomplekt.ru/www.paypal.co.uk/index.html,ru,www.spskomplekt.ru,ru,www.paypal.co.uk/index.html,46,27,0,3.4613201402110083,6158.0,2006,,2023,,bad
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/8cce3aa424b4c660183c121d6c376807/,mx,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx,mx,54855458214/8cce3aa424b4c660183c121d6c376807/,118,45,0,4.155580300372885,5218.0,2009,2023,2024,MX,bad
degoudenkei.nl/poste.php,nl,degoudenkei.nl,nl,poste.php,24,9,0,3.182005814760214,,,,,,bad
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16csz.igrejauncaoegloria.com.br/wp-account.php,br,paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16csz.igrejauncaoegloria.com.br,br,wp-account.php,151,14,0,4.665685666348305,,,,,,bad
paypal.com.update-account-information-webscrcmdaccountnav-0.04fs6sd54s3dv3sd7dvs369sdv13s25ef4d4ew7c52a65aef2sfgfg6dsfsjk.newowest-ascension.com/update/information/webscrcmdflowSESSION.nBFNzG.S.3T0j7cmGPoMFY/login/account/,com,paypal.com.update-account-information-webscrcmdaccountnav-0.04fs6sd54s3dv3sd7dvs369sdv13s25ef4d4ew7c52a65aef2sfgfg6dsfsjk.newowest-ascension.com,com,update/information/webscrcmdflowSESSION.nBFNzG.S.3T0j7cmGPoMFY/login/account/,222,77,0,4.685405475706883,,,,,,bad
designsboncur.com/paypal/9b59dafdd33d84407f488f3c464f2e9d/,com,designsboncur.com,com,paypal/9b59dafdd33d84407f488f3c464f2e9d/,58,40,0,3.6168746059562227,,,,,,bad
designsboncur.com/paypal/,com,designsboncur.com,com,paypal/,25,7,0,3.6168746059562227,,,,,,bad
'login.paypal.com.ummiecollections.com/Nouveau\%20dossier/Confirm.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8',com,'login.paypal.com.ummiecollections.com,com,Nouveau\%20dossier/Confirm.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8',165,126,1,3.764650461427788,,,,,,bad
www.lunarplay.net/security/login.php,net,www.lunarplay.net,net,security/login.php,36,18,0,3.3371753411230776,,,,,,bad
designsboncur.com/paypal/f6fe5988612fac2366d4cbca62b3b10b/,com,designsboncur.com,com,paypal/f6fe5988612fac2366d4cbca62b3b10b/,58,40,0,3.6168746059562227,,,,,,bad
ssl.allegro.pl.jumptheq.net.au/,au,ssl.allegro.pl.jumptheq.net.au,au,,31,0,0,3.7614063297218423,,,,,,bad
www.ihr-einkauf.com/ie_bilder/Files/files/it/login/paypal/webscr/antispam/datasecure/file/client/pp/,com,www.ihr-einkauf.com,com,ie_bilder/Files/files/it/login/paypal/webscr/antispam/datasecure/file/client/pp/,100,80,0,3.787143960698138,8732.0,1999,2022,2023,AT,bad
designsboncur.com/paypal/4cbede1dc231cddc592164f188b8410b/,com,designsboncur.com,com,paypal/4cbede1dc231cddc592164f188b8410b/,58,40,0,3.6168746059562227,,,,,,bad
karoutlet.net/,net,karoutlet.net,net,,14,0,0,3.180832987205441,,,,,,bad
www.ihr-einkauf.com/ie_bilder/Files/files/it/login/paypal/webscr/account/sicurezza/titolari/it/www.paypal.it/,com,www.ihr-einkauf.com,com,ie_bilder/Files/files/it/login/paypal/webscr/account/sicurezza/titolari/it/www.paypal.it/,109,89,0,3.787143960698138,8732.0,1999,2022,2023,AT,bad
d97a0a71.cm-3-3a.dynamic.ziggo.nl/www.paypal.com/uk/index.php?id=1530199562&amp;mail=TOMWKLYNN,nl,d97a0a71.cm-3-3a.dynamic.ziggo.nl,nl,www.paypal.com/uk/index.php?id=1530199562&amp;mail=TOMWKLYNN,94,60,0,4.014091089055423,6555.0,2005,2022,,,bad
www.paypal.com.cgibinwebscr-cmd.login.submit.dispatch.5663d3faee8d7283e7f0184a5674430f290db9e9c8.pylmorproducciones.cl/update/dir.php,cl,www.paypal.com.cgibinwebscr-cmd.login.submit.dispatch.5663d3faee8d7283e7f0184a5674430f290db9e9c8.pylmorproducciones.cl,cl,update/dir.php,133,14,0,4.8109820622469215,,,,,,bad
www.paypal.com.cgibinwebscr-cmd.login.submit.dispatch.5663d3faee8d7283e7f0184a5674430f290db9e9c8.pylmorproducciones.cl/update/reboot.php,cl,www.paypal.com.cgibinwebscr-cmd.login.submit.dispatch.5663d3faee8d7283e7f0184a5674430f290db9e9c8.pylmorproducciones.cl,cl,update/reboot.php,136,17,0,4.8109820622469215,,,,,,bad
steam-25-freegame.allalla.com/,com,steam-25-freegame.allalla.com,com,,30,0,0,3.604031754555149,4656.0,2010,2023,2024,LT,bad
www.batlle.tk/login.asp?ref=us.battle.net/account/management2Findex.xml&amp;app=bam,tk,www.batlle.tk,tk,login.asp?ref=us.battle.net/account/management2Findex.xml&amp;app=bam,83,69,0,2.873140679513133,,,,,,bad
www.batlle.tk/login.asp,tk,www.batlle.tk,tk,login.asp,23,9,0,2.873140679513133,,,,,,bad
isthatunforgivable.com/ib/www.nab.com.au/,com,isthatunforgivable.com,com,ib/www.nab.com.au/,41,18,0,4.095795255000932,,,,,,bad
www.taiwanexcellence.com.vn/modules/mod_wrapper/tmpl/i9/confirmando.html,vn,www.taiwanexcellence.com.vn,vn,modules/mod_wrapper/tmpl/i9/confirmando.html,72,44,0,3.48582592784901,19559.0,1970,2001,,,bad
www.taiwanexcellence.com.vn/modules/mod_wrapper/tmpl/i9/Atualizar_Dados.php?confirmando,vn,www.taiwanexcellence.com.vn,vn,modules/mod_wrapper/tmpl/i9/Atualizar_Dados.php?confirmando,87,59,0,3.48582592784901,19559.0,1970,2001,,,bad
www.gttconnect.com.cn/reg/d/www.paypal.fr/webscr/update.php,cn,www.gttconnect.com.cn,cn,reg/d/www.paypal.fr/webscr/update.php,59,37,0,3.0104340890333376,,,,,,bad
www.gttconnect.com.cn/reg/d/www.paypal.fr/webscr/index.php,cn,www.gttconnect.com.cn,cn,reg/d/www.paypal.fr/webscr/index.php,58,36,0,3.0104340890333376,,,,,,bad
www.gttconnect.com.cn/reg/d/www.paypal.fr/Pay_FR.php,cn,www.gttconnect.com.cn,cn,reg/d/www.paypal.fr/Pay_FR.php,52,30,0,3.0104340890333376,,,,,,bad
www.gttconnect.com.cn/reg/d/www.paypal.fr/Pay_ES.php,cn,www.gttconnect.com.cn,cn,reg/d/www.paypal.fr/Pay_ES.php,52,30,0,3.0104340890333376,,,,,,bad
www.gttconnect.com.cn/reg/d/www.paypal.fr/Pay_EN.php,cn,www.gttconnect.com.cn,cn,reg/d/www.paypal.fr/Pay_EN.php,52,30,0,3.0104340890333376,,,,,,bad
www.gttconnect.com.cn/reg/d/www.paypal.fr/index.php,cn,www.gttconnect.com.cn,cn,reg/d/www.paypal.fr/index.php,51,29,0,3.0104340890333376,,,,,,bad
www-paypal-com-us50eefeef9583hkfkfzm40592944fdmeor.efetolgght4039495fekereruf45394.feotie32049fekorer430928482fekitefl3059924feltioekzfzf.efeirjfj23940894820fekrfezeorir5983felzfekri.tutuncubaba.com/indetectable.php,com,www-paypal-com-us50eefeef9583hkfkfzm40592944fdmeor.efetolgght4039495fekereruf45394.feotie32049fekorer430928482fekitefl3059924feltioekzfzf.efeirjfj23940894820fekrfezeorir5983felzfekri.tutuncubaba.com,com,indetectable.php,215,16,0,4.546311104830291,375.0,2022,2023,2024,US,bad
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/854c41ad60495b54b1759114320e1700/,mx,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx,mx,54855458214/854c41ad60495b54b1759114320e1700/,118,45,0,4.155580300372885,5218.0,2009,2023,2024,MX,bad
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/265471cf835a85e8860b652bfda8bf93/,mx,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx,mx,54855458214/265471cf835a85e8860b652bfda8bf93/,118,45,0,4.155580300372885,5218.0,2009,2023,2024,MX,bad
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/,mx,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx,mx,54855458214/,85,12,0,4.155580300372885,5218.0,2009,2023,2024,MX,bad
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/192ea98ff2e536dfc03d6e69f23075b5/,mx,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx,mx,54855458214/192ea98ff2e536dfc03d6e69f23075b5/,118,45,0,4.155580300372885,5218.0,2009,2023,2024,MX,bad
www.prpk59.ru/administrator/templates/khepri/images/index2.php,ru,www.prpk59.ru,ru,administrator/templates/khepri/images/index2.php,62,48,0,2.873140679513133,,,,,,bad
paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1wh.sushisanmiguel.cl/weweewweweewewewewrwerewrewrewrwer/ewewewrerwerwwerwerewrwerewrewrewr/info/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5d337cbd5eab12d199a97c2a38de0a5c1d337cbd5eab12d199a97c2a38de0a5c1,cl,paypal.info.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5y1h.rth15y1h3r2t1h5561h.1h55132we1r5q1w5d1qw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1wh.sushisanmiguel.cl,cl,weweewweweewewewewrwerewrewrewrwer/ewewewrerwerwwerwerewrwerewrewrewr/info/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5d337cbd5eab12d199a97c2a38de0a5c1d337cbd5eab12d199a97c2a38de0a5c1,461,238,0,4.236293060766055,,,,,,bad
paypel.com-us.sg.cgi.bin.webscr.cmd-p.gen.ua-outside.fe-mhgon4dpsbvr7d1pw7mecazmkgq3zfihr7ie4dkjdfmsfdfvkd.animalia.cl/href/secure/center/update/limit/seccure/cfb569e2d18047a92f3f1fa0ba8df5db/,cl,paypel.com-us.sg.cgi.bin.webscr.cmd-p.gen.ua-outside.fe-mhgon4dpsbvr7d1pw7mecazmkgq3zfihr7ie4dkjdfmsfdfvkd.animalia.cl,cl,href/secure/center/update/limit/seccure/cfb569e2d18047a92f3f1fa0ba8df5db/,192,73,0,4.665264573771539,,,,,,bad
www.meadwestvaco-offer.com/property/remax/index.htm,com,www.meadwestvaco-offer.com,com,property/remax/index.htm,51,24,0,3.6423714487439023,,,,,,bad
glblasre.com/chelts/ademins.html,com,glblasre.com,com,chelts/ademins.html,32,19,0,3.418295834054489,,,,,,bad
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934781e9lwdb4xqsvk-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-98133842/websrc.php?session.start,com,fluchinfos.com,com,manageaccounts&jsupein=europ_land&and=349034902hjks138934781e9lwdb4xqsvk-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-98133842/websrc.php?session.start,184,169,0,3.378783493486176,,,,,,bad
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934bye85c49nd6mjlT-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-76816286/websrc.php?session.start,com,fluchinfos.com,com,manageaccounts&jsupein=europ_land&and=349034902hjks138934bye85c49nd6mjlT-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-76816286/websrc.php?session.start,184,169,0,3.378783493486176,,,,,,bad
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934fp7mwebu23rk9j1-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-20893215/websrc.php?session.start,com,fluchinfos.com,com,manageaccounts&jsupein=europ_land&and=349034902hjks138934fp7mwebu23rk9j1-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-20893215/websrc.php?session.start,184,169,0,3.378783493486176,,,,,,bad
paypel.com-us.sg.cgi.bin.webscr.cmd-p.gen.ua-outside.fe-mhgon4dpsbvr7d1pw7mecazmkgq3zfihr7ie4dkjdfmsfdfvkd.animalia.cl/href/secure/center/update/limit/seccure/e59b79f21054138c8012da776f4028cc/,cl,paypel.com-us.sg.cgi.bin.webscr.cmd-p.gen.ua-outside.fe-mhgon4dpsbvr7d1pw7mecazmkgq3zfihr7ie4dkjdfmsfdfvkd.animalia.cl,cl,href/secure/center/update/limit/seccure/e59b79f21054138c8012da776f4028cc/,192,73,0,4.665264573771539,,,,,,bad
vigilantcctv.in/secure-code2/security/login.php,in,vigilantcctv.in,in,secure-code2/security/login.php,47,31,0,3.0565647621309546,,,,,,bad
www.gttconnect.com.cn/reg/www.paypal.fr/webscr/update.php?cmd=_login-done&login_access=1193476743,cn,www.gttconnect.com.cn,cn,reg/www.paypal.fr/webscr/update.php?cmd=_login-done&login_access=1193476743,97,75,0,3.0104340890333376,,,,,,bad
racineonline.com/forms/forms/form1.html,com,racineonline.com,com,forms/forms/form1.html,39,22,0,3.202819531114783,9129.0,1998,2023,2024,US,bad
