URL,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
ztipptops.org/pCntrlde/webscr.php?cmd_=session.start&amp;sdr01=aG1id2FyZW5oYW5kZWxAdC1vbmxpbmUuZGU,ztipptops.org,org,pCntrlde/webscr.php?cmd_=session.start&amp;sdr01=aG1id2FyZW5oYW5kZWxAdC1vbmxpbmUuZGU,98,84,0,3.026986833,,,,,,bad
krotzons.com/aG9tb3RoLmhub0B0LW9ubGluZS5kZQ==/DEsdR/cgi1unpqbe72Txhgla,krotzons.com,com,aG9tb3RoLmhub0B0LW9ubGluZS5kZQ==/DEsdR/cgi1unpqbe72Txhgla,70,57,0,3.188721876,,,,,,bad
www.gorconsul.ru/plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102041/index.html,www.gorconsul.ru,ru,plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102041/index.html,77,60,0,3.202819531,,,,,,bad
krotzons.com/am9iYWJlcm5lckB0LW9ubGluZS5kZQ==/DEsdR/cgiq5pdalc1gr3hu8f,krotzons.com,com,am9iYWJlcm5lckB0LW9ubGluZS5kZQ==/DEsdR/cgiq5pdalc1gr3hu8f,70,57,0,3.188721876,,,,,,bad
paypal.us.xn-----vldfgifeq7dua2hckj.net/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e50b902c61442099354f80b882854c19de0b902c61442099354f80b882854c19de,paypal.us.xn-----vldfgifeq7dua2hckj.net,net,webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e50b902c61442099354f80b882854c19de0b902c61442099354f80b882854c19de,203,163,0,4.384904386,,,,,,bad
krotzons.com/am9hY2hpbXNjaHdhcnpAdC1vbmxpbmUuZGU=/DEsdR/cgi2yajfh9r6xu854k,krotzons.com,com,am9hY2hpbXNjaHdhcnpAdC1vbmxpbmUuZGU=/DEsdR/cgi2yajfh9r6xu854k,74,61,0,3.188721876,,,,,,bad
krotzons.com/pCntrlde/webscr.php?cmd_=session.start&sdr01=am9iYWJlcm5lckB0LW9ubGluZS5kZQ=Message-ID:,krotzons.com,com,pCntrlde/webscr.php?cmd_=session.start&sdr01=am9iYWJlcm5lckB0LW9ubGluZS5kZQ=Message-ID:,100,87,0,3.188721876,,,,,,bad
krotzons.com/ai12ZXJob2V2ZW5AdC1vbmxpbmUuZGU=/DEsdR/cgisac56vrTneljkf8,krotzons.com,com,ai12ZXJob2V2ZW5AdC1vbmxpbmUuZGU=/DEsdR/cgisac56vrTneljkf8,70,57,0,3.188721876,,,,,,bad
www.rusticoil.ie/cache/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/index.htm,www.rusticoil.ie,ie,cache/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/index.htm,163,146,0,3.280639062,,2011,2022,2023,,bad
vvww.paypal.com.xn-----vldfgifeq7dua2hckj.net/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5348f0abb68a0357a8661323d6b2fc2b4348f0abb68a0357a8661323d6b2fc2b4,vvww.paypal.com.xn-----vldfgifeq7dua2hckj.net,net,webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5348f0abb68a0357a8661323d6b2fc2b4348f0abb68a0357a8661323d6b2fc2b4,209,163,0,4.489199419,,,,,,bad
vvvvvv.paypal.com.xn-----vldfgifeq7dua2hckj.net/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5de18f1c65e75492761cbf96927fedbefde18f1c65e75492761cbf96927fedbef,vvvvvv.paypal.com.xn-----vldfgifeq7dua2hckj.net,net,webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5de18f1c65e75492761cbf96927fedbefde18f1c65e75492761cbf96927fedbef,211,163,0,4.320205608,,,,,,bad
us.battle.net.login.ok.yx-login.com/login/en/login.html,us.battle.net.login.ok.yx-login.com,com,login/en/login.html,55,19,0,3.878584802,,,,,,bad
secure.runescape.com.ok.yl-login.com/m=weblogin/loginform.html,secure.runescape.com.ok.yl-login.com,com,m=weblogin/loginform.html,62,25,0,3.847434988,,,,,,bad
www.gorconsul.ru/plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102055/index.html,www.gorconsul.ru,ru,plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102055/index.html,77,60,0,3.202819531,,,,,,bad
www.gorconsul.ru/plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102046/index.html,www.gorconsul.ru,ru,plugins/paypal.com/webscr/m/e/q/p/z/x/j/id=102046/index.html,77,60,0,3.202819531,,,,,,bad
christianinspirationalsite.com/cis/site/uk/index.php,christianinspirationalsite.com,com,cis/site/uk/index.php,52,21,0,3.555913095,,,,,,bad
jesuscaressite.com/css/user/uk/index.php,jesuscaressite.com,com,css/user/uk/index.php,40,21,0,3.350209029,8205,2001,2023,2024,IS,bad
www.ilam-telecom.ir/public/css/d8.html,www.ilam-telecom.ir,ir,public/css/d8.html,38,18,0,3.471354487,,,,,,bad
www.ilam-telecom.ir/public/css/d12.html,www.ilam-telecom.ir,ir,public/css/d12.html,39,19,0,3.471354487,,,,,,bad
haaxx.biz/sess=90062/cgi-edkl6z49g5rm2xT/mcNdxDEzmn7y9a8qx4uclp/dt=20120716/sdr01/aG1lMTJAdC1vbmxpbmUuZGUMessage-ID:,haaxx.biz,biz,sess=90062/cgi-edkl6z49g5rm2xT/mcNdxDEzmn7y9a8qx4uclp/dt=20120716/sdr01/aG1lMTJAdC1vbmxpbmUuZGUMessage-ID:,116,106,0,2.725480557,,,,,,bad
sevginikahsekeri.com/incoming/yahoo/mail.htm,sevginikahsekeri.com,com,incoming/yahoo/mail.htm,44,23,0,3.646439345,,,,,,bad
gspreschool.net/www.paypal.com/info/cgi-login/9212020291001020100300D02D002A00D02100DA0G0QFS112845QERT/error_login.html,gspreschool.net,net,www.paypal.com/info/cgi-login/9212020291001020100300D02D002A00D02100DA0G0QFS112845QERT/error_login.html,119,103,0,3.506890596,,,,,,bad
